user_id,age,monthly_spend,spend_category,pref_perk,fee_preference
567,43,10000,Health,Zero Fee,Free
568,25,20000,Fuel,Zero Fee,Low (<1500)
569,52,35000,Fuel,Forex,Free
570,24,20000,Travel,Premium,Free
571,49,20000,Utility,Forex,Mid (1.5-5K)
572,34,20000,Health,Rewards,Mid (1.5-5K)
573,48,10000,Health,Premium,Premium (5K+)
574,53,60000,Shopping,Rewards,Free
575,32,35000,Food,Lounge,Mid (1.5-5K)
576,50,35000,Shopping,Cashback,Mid (1.5-5K)
577,49,10000,Shopping,Rewards,Premium (5K+)
578,24,20000,Food,Zero Fee,Mid (1.5-5K)
579,31,100000,Shopping,Zero Fee,Free
580,37,20000,Shopping,Rewards,Free
581,22,5000,Health,Lounge,Low (<1500)
582,47,35000,Health,Lounge,Low (<1500)
583,37,35000,Shopping,Cashback,Mid (1.5-5K)
584,42,20000,Utility,Rewards,Low (<1500)
585,47,5000,Travel,Lounge,Free
586,34,20000,Food,Cashback,Mid (1.5-5K)
587,48,100000,Health,Rewards,Premium (5K+)
588,40,20000,Shopping,Lounge,Premium (5K+)
589,39,35000,Shopping,Zero Fee,Low (<1500)
590,22,20000,Shopping,Cashback,Premium (5K+)
591,39,20000,Shopping,Premium,Mid (1.5-5K)
592,27,5000,Utility,Zero Fee,Mid (1.5-5K)
593,38,10000,Food,Rewards,Mid (1.5-5K)
594,36,20000,Utility,Rewards,Mid (1.5-5K)
595,34,20000,Shopping,Premium,Low (<1500)
596,48,60000,Food,Premium,Low (<1500)
597,32,20000,Health,Lounge,Premium (5K+)
598,37,10000,Food,Lounge,Mid (1.5-5K)
599,53,10000,Health,Cashback,Free
600,36,60000,Shopping,Zero Fee,Premium (5K+)
601,47,20000,Food,Rewards,Mid (1.5-5K)
602,33,100000,Health,Rewards,Free
603,25,10000,Fuel,Rewards,Free
604,39,20000,Shopping,Cashback,Low (<1500)
605,25,20000,Shopping,Lounge,Mid (1.5-5K)
606,32,35000,Shopping,Rewards,Mid (1.5-5K)
607,33,20000,Shopping,Lounge,Low (<1500)
608,27,100000,Fuel,Cashback,Mid (1.5-5K)
609,50,20000,Travel,Zero Fee,Low (<1500)
610,23,35000,Food,Rewards,Free
611,42,10000,Travel,Lounge,Mid (1.5-5K)
612,34,5000,Shopping,Zero Fee,Free
613,32,20000,Health,Cashback,Mid (1.5-5K)
614,24,100000,Shopping,Forex,Free
615,26,100000,Food,Lounge,Low (<1500)
616,53,35000,Shopping,Rewards,Mid (1.5-5K)
617,52,5000,Food,Cashback,Mid (1.5-5K)
618,54,10000,Shopping,Premium,Mid (1.5-5K)
619,33,10000,Travel,Lounge,Mid (1.5-5K)
620,40,20000,Food,Lounge,Mid (1.5-5K)
621,27,20000,Shopping,Cashback,Low (<1500)
622,45,10000,Fuel,Rewards,Mid (1.5-5K)
623,34,20000,Food,Cashback,Mid (1.5-5K)
624,28,20000,Food,Cashback,Mid (1.5-5K)
625,42,35000,Travel,Premium,Low (<1500)
626,52,20000,Utility,Zero Fee,Free
627,52,20000,Shopping,Premium,Mid (1.5-5K)
628,31,60000,Health,Lounge,Low (<1500)
629,24,100000,Shopping,Lounge,Mid (1.5-5K)
630,22,35000,Shopping,Rewards,Premium (5K+)
631,31,100000,Fuel,Cashback,Free
632,42,60000,Shopping,Rewards,Mid (1.5-5K)
633,33,10000,Food,Rewards,Mid (1.5-5K)
634,46,35000,Health,Zero Fee,Low (<1500)
635,40,20000,Food,Rewards,Free
636,22,10000,Shopping,Cashback,Free
637,48,20000,Fuel,Zero Fee,Free
638,54,10000,Shopping,Rewards,Premium (5K+)
639,33,100000,Utility,Lounge,Low (<1500)
640,46,5000,Shopping,Lounge,Low (<1500)
641,50,35000,Utility,Premium,Mid (1.5-5K)
642,38,35000,Food,Zero Fee,Low (<1500)
643,38,60000,Utility,Rewards,Low (<1500)
644,48,5000,Shopping,Rewards,Low (<1500)
645,45,35000,Travel,Cashback,Premium (5K+)
646,47,35000,Food,Premium,Low (<1500)
647,39,10000,Fuel,Cashback,Premium (5K+)
648,34,5000,Fuel,Forex,Premium (5K+)
649,46,20000,Shopping,Premium,Premium (5K+)
650,39,20000,Food,Rewards,Free
651,33,20000,Shopping,Rewards,Mid (1.5-5K)
652,33,5000,Shopping,Premium,Mid (1.5-5K)
653,40,20000,Health,Lounge,Low (<1500)
654,30,10000,Health,Rewards,Low (<1500)
655,52,60000,Shopping,Rewards,Mid (1.5-5K)
656,48,10000,Travel,Lounge,Low (<1500)
657,41,10000,Fuel,Forex,Mid (1.5-5K)
658,28,60000,Shopping,Cashback,Mid (1.5-5K)
659,44,100000,Fuel,Premium,Mid (1.5-5K)
660,37,20000,Food,Lounge,Free
661,32,20000,Health,Forex,Premium (5K+)
662,24,10000,Health,Zero Fee,Free
663,35,60000,Travel,Zero Fee,Mid (1.5-5K)
664,44,35000,Food,Premium,Low (<1500)
665,22,60000,Food,Zero Fee,Low (<1500)
666,33,35000,Utility,Lounge,Mid (1.5-5K)
667,40,10000,Health,Forex,Low (<1500)
668,31,10000,Travel,Zero Fee,Premium (5K+)
669,37,10000,Shopping,Lounge,Low (<1500)
670,51,20000,Travel,Forex,Mid (1.5-5K)
671,24,10000,Shopping,Lounge,Low (<1500)
672,31,10000,Travel,Lounge,Mid (1.5-5K)
673,28,20000,Shopping,Cashback,Mid (1.5-5K)
674,34,35000,Shopping,Premium,Low (<1500)
675,51,35000,Food,Lounge,Mid (1.5-5K)
676,45,60000,Shopping,Zero Fee,Low (<1500)
677,30,60000,Health,Premium,Mid (1.5-5K)
678,44,10000,Travel,Rewards,Mid (1.5-5K)
679,32,60000,Travel,Forex,Mid (1.5-5K)
680,43,20000,Shopping,Cashback,Low (<1500)
681,45,10000,Shopping,Cashback,Premium (5K+)
682,36,20000,Utility,Lounge,Mid (1.5-5K)
683,27,5000,Fuel,Lounge,Free
684,32,10000,Fuel,Zero Fee,Free
685,41,10000,Shopping,Rewards,Low (<1500)
686,44,60000,Shopping,Zero Fee,Free
687,25,5000,Travel,Forex,Premium (5K+)
688,32,35000,Food,Lounge,Mid (1.5-5K)
689,49,20000,Travel,Cashback,Free
690,53,20000,Health,Forex,Mid (1.5-5K)
691,30,60000,Shopping,Zero Fee,Mid (1.5-5K)
692,45,20000,Fuel,Cashback,Low (<1500)
693,38,35000,Fuel,Premium,Mid (1.5-5K)
694,47,10000,Shopping,Rewards,Low (<1500)
695,27,20000,Health,Cashback,Free
696,44,20000,Shopping,Cashback,Low (<1500)
697,31,20000,Health,Rewards,Low (<1500)
698,25,35000,Shopping,Zero Fee,Mid (1.5-5K)
699,54,35000,Utility,Zero Fee,Free
700,54,60000,Fuel,Zero Fee,Free
701,37,10000,Fuel,Lounge,Low (<1500)
702,40,10000,Fuel,Cashback,Premium (5K+)
703,22,20000,Travel,Lounge,Free
704,47,5000,Travel,Lounge,Mid (1.5-5K)
705,34,5000,Fuel,Cashback,Mid (1.5-5K)
706,50,20000,Food,Cashback,Mid (1.5-5K)
707,45,35000,Travel,Cashback,Low (<1500)
708,37,60000,Food,Rewards,Mid (1.5-5K)
709,22,35000,Health,Cashback,Free
710,46,20000,Health,Cashback,Premium (5K+)
711,50,100000,Travel,Forex,Low (<1500)
712,50,60000,Health,Forex,Mid (1.5-5K)
713,44,10000,Food,Lounge,Mid (1.5-5K)
714,42,35000,Travel,Zero Fee,Low (<1500)
715,50,10000,Fuel,Rewards,Low (<1500)
716,34,20000,Travel,Premium,Low (<1500)
717,46,60000,Food,Cashback,Free
718,42,10000,Travel,Premium,Low (<1500)
719,33,20000,Health,Lounge,Mid (1.5-5K)
720,46,10000,Fuel,Rewards,Low (<1500)
721,22,20000,Travel,Cashback,Low (<1500)
722,43,20000,Shopping,Rewards,Mid (1.5-5K)
723,28,35000,Travel,Rewards,Premium (5K+)
724,35,35000,Shopping,Premium,Free
725,29,20000,Food,Zero Fee,Mid (1.5-5K)
726,23,20000,Food,Lounge,Low (<1500)
727,54,10000,Health,Forex,Free
728,52,100000,Shopping,Zero Fee,Low (<1500)
729,33,10000,Shopping,Premium,Free
730,45,35000,Shopping,Lounge,Mid (1.5-5K)
731,37,20000,Fuel,Cashback,Low (<1500)
732,27,20000,Travel,Rewards,Low (<1500)
733,26,100000,Shopping,Premium,Premium (5K+)
734,44,5000,Utility,Premium,Free
735,48,20000,Food,Cashback,Low (<1500)
736,53,35000,Shopping,Lounge,Premium (5K+)
737,42,5000,Travel,Rewards,Low (<1500)
738,48,100000,Fuel,Cashback,Low (<1500)
739,54,10000,Food,Cashback,Mid (1.5-5K)
740,22,20000,Fuel,Cashback,Free
741,32,60000,Shopping,Lounge,Mid (1.5-5K)
742,54,10000,Utility,Premium,Mid (1.5-5K)
743,23,10000,Food,Cashback,Mid (1.5-5K)
744,46,35000,Travel,Lounge,Free
745,41,35000,Travel,Rewards,Free
746,30,10000,Shopping,Zero Fee,Mid (1.5-5K)
747,27,60000,Shopping,Rewards,Free
748,24,60000,Food,Lounge,Premium (5K+)
749,51,35000,Food,Premium,Mid (1.5-5K)
750,43,5000,Shopping,Lounge,Premium (5K+)
751,39,35000,Shopping,Lounge,Free
752,30,35000,Shopping,Zero Fee,Premium (5K+)
753,48,20000,Travel,Premium,Low (<1500)
754,25,20000,Shopping,Lounge,Low (<1500)
755,49,100000,Fuel,Rewards,Low (<1500)
756,25,5000,Food,Lounge,Low (<1500)
757,52,10000,Shopping,Premium,Low (<1500)
758,40,20000,Travel,Forex,Free
759,37,20000,Utility,Cashback,Mid (1.5-5K)
760,47,35000,Fuel,Cashback,Low (<1500)
761,22,35000,Fuel,Lounge,Premium (5K+)
762,28,5000,Shopping,Forex,Mid (1.5-5K)
763,35,10000,Shopping,Lounge,Low (<1500)
764,50,60000,Travel,Premium,Mid (1.5-5K)
765,43,60000,Travel,Rewards,Mid (1.5-5K)
766,42,5000,Food,Rewards,Mid (1.5-5K)
767,24,20000,Shopping,Rewards,Free
768,47,35000,Shopping,Cashback,Low (<1500)
769,34,35000,Shopping,Zero Fee,Free
770,29,5000,Health,Rewards,Low (<1500)
771,26,5000,Fuel,Premium,Mid (1.5-5K)
772,30,20000,Fuel,Zero Fee,Mid (1.5-5K)
773,34,60000,Travel,Cashback,Low (<1500)
774,24,5000,Fuel,Lounge,Free
775,47,60000,Travel,Rewards,Free
776,22,60000,Utility,Rewards,Low (<1500)
777,33,20000,Shopping,Rewards,Low (<1500)
778,25,60000,Shopping,Rewards,Low (<1500)
779,31,20000,Food,Lounge,Premium (5K+)
780,54,60000,Fuel,Forex,Free
781,23,100000,Health,Premium,Free
782,23,60000,Travel,Rewards,Low (<1500)
783,53,35000,Shopping,Forex,Mid (1.5-5K)
784,32,5000,Health,Forex,Free
785,36,35000,Utility,Lounge,Mid (1.5-5K)
786,44,10000,Health,Zero Fee,Mid (1.5-5K)
787,41,10000,Food,Premium,Premium (5K+)
788,30,35000,Food,Zero Fee,Mid (1.5-5K)
789,41,10000,Utility,Lounge,Low (<1500)
790,22,60000,Travel,Zero Fee,Low (<1500)
791,39,35000,Fuel,Lounge,Mid (1.5-5K)
792,23,35000,Shopping,Lounge,Low (<1500)
793,23,20000,Shopping,Zero Fee,Mid (1.5-5K)
794,25,35000,Health,Premium,Mid (1.5-5K)
795,32,35000,Fuel,Rewards,Low (<1500)
796,46,35000,Utility,Lounge,Low (<1500)
797,26,20000,Health,Cashback,Low (<1500)
798,44,35000,Shopping,Premium,Premium (5K+)
799,31,5000,Travel,Cashback,Low (<1500)
800,37,20000,Shopping,Lounge,Mid (1.5-5K)
801,31,10000,Travel,Premium,Free
802,35,20000,Utility,Lounge,Mid (1.5-5K)
803,46,5000,Travel,Lounge,Low (<1500)
804,33,20000,Shopping,Rewards,Mid (1.5-5K)
805,44,10000,Travel,Cashback,Premium (5K+)
806,46,20000,Health,Zero Fee,Low (<1500)
807,35,60000,Shopping,Cashback,Mid (1.5-5K)
808,37,20000,Food,Zero Fee,Mid (1.5-5K)
809,35,35000,Shopping,Lounge,Free
810,51,10000,Health,Lounge,Free
811,26,10000,Shopping,Cashback,Free
812,49,10000,Shopping,Cashback,Premium (5K+)
813,32,100000,Health,Cashback,Low (<1500)
814,52,10000,Food,Premium,Low (<1500)
815,40,10000,Food,Lounge,Free
816,26,20000,Shopping,Rewards,Free
817,39,10000,Food,Cashback,Free
818,43,35000,Health,Cashback,Mid (1.5-5K)
819,30,35000,Food,Rewards,Mid (1.5-5K)
820,25,10000,Shopping,Forex,Free
821,49,10000,Health,Premium,Free
822,48,35000,Shopping,Premium,Free
823,29,35000,Travel,Forex,Mid (1.5-5K)
824,24,10000,Fuel,Cashback,Low (<1500)
825,53,35000,Food,Cashback,Low (<1500)
826,24,35000,Travel,Lounge,Free
827,50,20000,Shopping,Rewards,Free
828,54,20000,Health,Rewards,Premium (5K+)
829,48,5000,Travel,Forex,Low (<1500)
830,47,10000,Fuel,Rewards,Low (<1500)
831,23,20000,Health,Cashback,Mid (1.5-5K)
832,44,20000,Travel,Premium,Low (<1500)
833,52,10000,Food,Rewards,Premium (5K+)
834,41,20000,Shopping,Zero Fee,Mid (1.5-5K)
835,30,35000,Shopping,Cashback,Free
836,31,35000,Shopping,Rewards,Premium (5K+)
837,54,10000,Food,Cashback,Low (<1500)
838,30,60000,Health,Cashback,Low (<1500)
839,28,20000,Utility,Lounge,Free
840,50,35000,Food,Lounge,Free
841,49,10000,Shopping,Cashback,Low (<1500)
842,22,35000,Shopping,Forex,Free
843,45,20000,Shopping,Forex,Low (<1500)
844,39,20000,Food,Cashback,Low (<1500)
845,28,5000,Travel,Rewards,Premium (5K+)
846,37,20000,Utility,Zero Fee,Premium (5K+)
847,25,35000,Travel,Lounge,Low (<1500)
848,32,35000,Shopping,Cashback,Mid (1.5-5K)
849,46,35000,Shopping,Forex,Mid (1.5-5K)
850,28,35000,Shopping,Lounge,Free
851,34,20000,Food,Cashback,Low (<1500)
852,22,60000,Fuel,Lounge,Mid (1.5-5K)
853,53,60000,Food,Cashback,Mid (1.5-5K)
854,44,5000,Shopping,Forex,Free
855,27,35000,Shopping,Cashback,Low (<1500)
856,54,10000,Fuel,Premium,Low (<1500)
857,23,100000,Utility,Zero Fee,Mid (1.5-5K)
858,23,20000,Shopping,Cashback,Free
859,52,10000,Food,Rewards,Mid (1.5-5K)
860,45,35000,Fuel,Zero Fee,Mid (1.5-5K)
861,43,60000,Travel,Lounge,Mid (1.5-5K)
862,33,10000,Travel,Zero Fee,Mid (1.5-5K)
863,34,10000,Shopping,Forex,Low (<1500)
864,44,10000,Shopping,Lounge,Low (<1500)
865,53,5000,Fuel,Cashback,Low (<1500)
866,42,35000,Shopping,Cashback,Free
867,50,20000,Health,Rewards,Premium (5K+)
868,44,20000,Food,Cashback,Mid (1.5-5K)
869,22,20000,Health,Rewards,Mid (1.5-5K)
870,49,35000,Shopping,Premium,Low (<1500)
871,22,10000,Health,Cashback,Free
872,37,10000,Fuel,Premium,Premium (5K+)
873,31,10000,Food,Premium,Low (<1500)
874,35,20000,Utility,Rewards,Free
875,41,20000,Utility,Premium,Free
876,26,20000,Health,Lounge,Mid (1.5-5K)
877,47,60000,Travel,Cashback,Low (<1500)
878,32,35000,Health,Premium,Low (<1500)
879,22,20000,Travel,Cashback,Low (<1500)
880,47,100000,Shopping,Rewards,Mid (1.5-5K)
881,33,10000,Travel,Premium,Low (<1500)
882,52,20000,Shopping,Cashback,Premium (5K+)
883,37,10000,Fuel,Forex,Free
884,48,5000,Shopping,Cashback,Low (<1500)
885,39,10000,Shopping,Zero Fee,Mid (1.5-5K)
886,45,20000,Travel,Rewards,Free
887,33,20000,Shopping,Forex,Mid (1.5-5K)
888,42,20000,Shopping,Rewards,Premium (5K+)
889,46,20000,Shopping,Zero Fee,Low (<1500)
890,35,35000,Food,Cashback,Low (<1500)
891,33,20000,Health,Cashback,Free
892,49,10000,Shopping,Cashback,Free
893,31,10000,Travel,Lounge,Mid (1.5-5K)
894,45,35000,Shopping,Zero Fee,Free
895,52,20000,Food,Lounge,Low (<1500)
896,54,35000,Fuel,Zero Fee,Mid (1.5-5K)
897,53,60000,Travel,Cashback,Low (<1500)
898,36,60000,Shopping,Rewards,Low (<1500)
899,28,35000,Utility,Premium,Premium (5K+)
